web_scraper_order,web_scraper_start_url,category-link-0,data,image,image2
"1761871395-62","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D1%84%D0%BE%D1%82%D0%BE%D1%81%D0%B5%D1%81%D0%B8%D1%8F-%D0%BF%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82%D0%B8-%D0%BD%D0%B0-%D0%BE%D1%82%D0%BA%D1%80%D0%B8%D1%82%D0%BE","","https://lh3.googleusercontent.com/sitesv/AAzXCkdoWbf6Jnt0biguxo52UrZOe-7MVQhduBnO4D5sjBLlzbu55aRtJW0EWQRg1kKkN6NcAc46QoNtYllug0nW6bsla9k7loX6Nz04qhAAkxuspu2YMvjBnf7dWgWzuiBuULtMItFNdH9kl6VpKY4curRpENSiPgxVXyeUUBa5gvzJYuJMHAosnX2G5MwqZUoRON3qHUl0J4C6a0YZSxh3XBBdox1k_262-g28KZo=w1280","https://lh3.googleusercontent.com/sitesv/AAzXCkfA-L-NoJIJHE5VQL5d59qfMM_y4yrvW1-4l9ginz_PeLvFJ_i-lI8ACJlmZqep4KBUv53FkC8JQQn4U-HpKum-dmE2rS-V1QTNuQ6gykc47bcK8oNdMmNwb0xbKJPBnWipaNfUcIdvO4IY-kETIv0-TIIexQB1xW5Hccyb45s_rXMGlh-kTfSHRtvdow-WS5zIABE8qjKJbB5t2kW3vELQrnV8sMyeYsg5rXA=w1280"
"1761871395-63","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D1%84%D0%BE%D1%82%D0%BE%D1%81%D0%B5%D1%81%D0%B8%D1%8F-%D0%BF%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82%D0%B8-%D0%BD%D0%B0-%D0%BE%D1%82%D0%BA%D1%80%D0%B8%D1%82%D0%BE","","",""
"1761871395-64","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D1%84%D0%BE%D1%82%D0%BE%D1%81%D0%B5%D1%81%D0%B8%D1%8F-%D0%BF%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82%D0%B8-%D0%BD%D0%B0-%D0%BE%D1%82%D0%BA%D1%80%D0%B8%D1%82%D0%BE","","",""
"1761871398-65","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B1%D0%BB%D0%BE%D0%B3","","https://lh3.googleusercontent.com/sitesv/AAzXCkcdc54xxKfe2guB9tlesg-ra6hYje9O0AAvD3vLnAmPeFeKU6dr8o1k2CVikCiR89tFMGdRRqC8nAqb8O5doqmaCZwc6Fyy5l1TI71N-TTNww973mrHhzI0EN6OLAWruZ91EIwl4k_UUnTgGGd4PXuvbymky8j1ZwBHT345X6hJx84xkCslp5ReTYOmH2ugT5rFxmM3eSi8UgZ7",""
"1761871398-66","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B1%D0%BB%D0%BE%D0%B3","","",""
"1761871398-67","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B1%D0%BB%D0%BE%D0%B3","","",""
"1761871398-68","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B1%D0%BB%D0%BE%D0%B3","","",""
"1761871398-69","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B1%D0%BB%D0%BE%D0%B3","","",""
"1761871400-70","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D1%87%D0%B5%D1%81%D1%82%D0%BE-%D0%B7%D0%B0%D0%B4%D0%B0%D0%B2%D0%B0%D0%BD%D0%B8-%D0%B2%D1%8A%D0%BF%D1%80%D0%BE%D1%81%D0%B8-%D1%87%D0%B7%D0%B2","","",""
"1761871400-71","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D1%87%D0%B5%D1%81%D1%82%D0%BE-%D0%B7%D0%B0%D0%B4%D0%B0%D0%B2%D0%B0%D0%BD%D0%B8-%D0%B2%D1%8A%D0%BF%D1%80%D0%BE%D1%81%D0%B8-%D1%87%D0%B7%D0%B2","","",""
"1761871400-72","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D1%87%D0%B5%D1%81%D1%82%D0%BE-%D0%B7%D0%B0%D0%B4%D0%B0%D0%B2%D0%B0%D0%BD%D0%B8-%D0%B2%D1%8A%D0%BF%D1%80%D0%BE%D1%81%D0%B8-%D1%87%D0%B7%D0%B2","Какъв е Вашият типичен процес, когато работите с нов клиент?","",""
"1761871400-73","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D1%87%D0%B5%D1%81%D1%82%D0%BE-%D0%B7%D0%B0%D0%B4%D0%B0%D0%B2%D0%B0%D0%BD%D0%B8-%D0%B2%D1%8A%D0%BF%D1%80%D0%BE%D1%81%D0%B8-%D1%87%D0%B7%D0%B2","","",""
"1761871402-74","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0-%D0%BC%D0%B5%D0%BD-%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%B8-%D1%83%D1%81%D0%BB%D1%83%D0%B3%D0%B8","","",""
"1761871402-75","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0-%D0%BC%D0%B5%D0%BD-%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%B8-%D1%83%D1%81%D0%BB%D1%83%D0%B3%D0%B8","Контакти","",""
"1761871402-76","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0-%D0%BC%D0%B5%D0%BD-%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%B8-%D1%83%D1%81%D0%BB%D1%83%D0%B3%D0%B8","","",""
"1761871402-77","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0-%D0%BC%D0%B5%D0%BD-%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%B8-%D1%83%D1%81%D0%BB%D1%83%D0%B3%D0%B8","","",""
"1761871402-78","https://www.framesbyvlad.eu/","https://www.framesbyvlad.eu/%D0%BD%D0%B0%D1%87%D0%B0%D0%BB%D0%BD%D0%B0-%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0/%D0%B7%D0%B0-%D0%BC%D0%B5%D0%BD-%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%B8-%D1%83%D1%81%D0%BB%D1%83%D0%B3%D0%B8","","https://lh3.googleusercontent.com/sitesv/AAzXCkcBeUpXHJiQCDsUAnyHNG0wWzgHJUiT2Q0ulLRpOa4yHUKxAyXhsO9iQFMWRu1ZlHmeYFqS9dqpNMK3XlM01K2jzUSG1l9ghVJHGS8SwUAaYy5P-QZpFVjHPpbVSGUGgUOuR2-J0PLOBzm8hnbWzldkJ_GrT-pHHQlkxWEFvJBaR31tblb_4xsahcpu3dkUQcGsleWkTvXDor9SevIUjZTpNZYFUyXU86g_ndA=w1280",""
